X,Y,fid,id,left,top,right,bottom,row_index,col_index,pop_sum
78.4212313979142,17.31960928071,"1224","1964",225400.374930186,1917249.57810952,226400.374930186,1916249.57810952,"43","30",2561.70849790052
78.4213574126206,17.3105792181624,"1225","1965",225400.374930186,1916249.57810952,226400.374930186,1915249.57810952,"44","30",3845.56054700911
78.4214833513227,17.3015491466016,"1226","1966",225400.374930186,1915249.57810952,226400.374930186,1914249.57810952,"45","30",6551.98451644182
78.4216092140376,17.2925190660317,"1227","1967",225400.374930186,1914249.57810952,226400.374930186,1913249.57810952,"46","30",6568.62646980584
78.4217350007825,17.2834889764571,"1228","1968",225400.374930186,1913249.57810952,226400.374930186,1912249.57810952,"47","30",762.366081409156
78.4218607115748,17.2744588778821,"1229","1969",225400.374930186,1912249.57810952,226400.374930186,1911249.57810952,"48","30",1058.24845343828
78.4219863464317,17.2654287703109,"1230","1970",225400.374930186,1911249.57810952,226400.374930186,1910249.57810952,"49","30",545.175006300211
78.4221119053703,17.2563986537478,"1231","1971",225400.374930186,1910249.57810952,226400.374930186,1909249.57810952,"50","30",632.024745509028
78.4222373884079,17.2473685281971,"1232","1972",225400.374930186,1909249.57810952,226400.374930186,1908249.57810952,"51","30",423.38630502671
78.4223627955616,17.238338393663,"1233","1973",225400.374930186,1908249.57810952,226400.374930186,1907249.57810952,"52","30",2708.31814011186
78.4224881268486,17.22930825015,"1234","1974",225400.374930186,1907249.57810952,226400.374930186,1906249.57810952,"53","30",518.756308343261
78.4306326278308,17.3197301370548,"1235","2028",226400.374930186,1917249.57810952,227400.374930186,1916249.57810952,"43","31",9957.720012784
78.4307581843692,17.3107000076349,"1236","2029",226400.374930186,1916249.57810952,227400.374930186,1915249.57810952,"44","31",11823.6287736893
78.4308836651793,17.3016698692079,"1237","2030",226400.374930186,1915249.57810952,227400.374930186,1914249.57810952,"45","31",5953.37363567948
78.4310090702783,17.2926397217782,"1238","2031",226400.374930186,1914249.57810952,227400.374930186,1913249.57810952,"46","31",1964.25459841639
78.4311343996835,17.2836095653501,"1239","2032",226400.374930186,1913249.57810952,227400.374930186,1912249.57810952,"47","31",845.016864091158
78.4312596534119,17.2745793999278,"1240","2033",226400.374930186,1912249.57810952,227400.374930186,1911249.57810952,"48","31",227.656659450382
78.4313848314809,17.2655492255156,"1241","2034",226400.374930186,1911249.57810952,227400.374930186,1910249.57810952,"49","31",239.262545019388
78.4315099339074,17.2565190421178,"1242","2035",226400.374930186,1910249.57810952,227400.374930186,1909249.57810952,"50","31",583.765387326479
78.4316349607086,17.2474888497387,"1243","2036",226400.374930186,1909249.57810952,227400.374930186,1908249.57810952,"51","31",294.157545626163
78.4317599119018,17.2384586483824,"1244","2037",226400.374930186,1908249.57810952,227400.374930186,1907249.57810952,"52","31",6640.72357722372
78.4312353410816,17.2298641139718,"1245","2038",226400.374930186,1907249.57810952,227400.374930186,1906249.57810952,"53","31",384.324521072209
78.440033933493,17.319850553098,"1246","2092",227400.374930186,1917249.57810952,228400.374930186,1916249.57810952,"43","32",13687.1510047913
78.440159031846,17.3108203570492,"1247","2093",227400.374930186,1916249.57810952,228400.374930186,1915249.57810952,"44","32",10106.7482223511
78.440284054747,17.3017901519997,"1248","2094",227400.374930186,1915249.57810952,228400.374930186,1914249.57810952,"45","32",11471.382314682
78.440409002213,17.2927599379537,"1249","2095",227400.374930186,1914249.57810952,228400.374930186,1913249.57810952,"46","32",8956.36508604884
78.4405338742611,17.2837297149155,"1250","2096",227400.374930186,1913249.57810952,228400.374930186,1912249.57810952,"47","32",1467.5840321444
78.4406586709086,17.2746994828894,"1251","2097",227400.374930186,1912249.57810952,228400.374930186,1911249.57810952,"48","32",539.351162753999
